l (deg),b (deg),distance (pc)
,,
160.49133557701404,-13.791075710833132,824.6740715527862
194.74880008123176,-27.250673066170872,309.9532864178186
,,
155.3714806361031,-12.269967444441031,1419.906600539171
148.09577265805044,-3.258676002660813,1840.7097719749431
168.49766260866892,-23.650876973574093,841.2146678620431
154.23292671704027,-14.671599344752662,2941.3225670265747
,,
,,
153.66132214530248,-15.702758949808112,5762.106040716782
164.35415545350625,-14.560731653776601,619.4878779737503
174.02531442841328,-25.058078369383647,611.9633685607495
,,
172.2276661102609,-21.930119061961157,562.4936245923946
,,
,,
196.95624988350963,-22.00456584565391,247.75621546926646
162.04142098504363,-11.293543000421742,609.6399056096557
161.31016894645794,-21.19803875543301,1650.2724106624478
155.75470843955486,-10.292043531020195,1071.5035550812343
,,
,,
162.355524596363,-13.707958307704462,688.9182479996831
153.46708870935475,-4.294073988370465,855.1749184682818
163.35129759010437,-22.258105242431764,1345.581809385639
151.17016201230376,-11.509167593800026,4403.888801406653
166.28765287329657,-24.68838785572463,1196.1980034972485
164.1942728559672,-18.276844970913867,810.5193515537953
,,
167.43295680401323,-24.64463773884644,1032.7942411574718
,,
144.80659224733805,-2.684600460062227,6673.345788782385
148.0391643039928,-1.3018988231505486,1417.6861657797942
,,
,,
,,
,,
146.28536955722095,-1.3678282154965717,2158.240411802172
,,
,,
150.5859217211249,-7.7635396709520625,2076.3971732682003
155.6534854429713,-5.540150370968159,742.4653229572463
161.41072088093867,-20.893189537562485,1544.6754359351326
169.4563916365428,-17.706825438957303,524.9291001183717
156.53895398157002,-9.52817328389731,905.8904112760345
,,
150.98116732316828,-11.989790412598449,6263.142704604665
166.39699352814003,-22.58533601817765,942.0395372829793
146.9611693685194,-5.0093230131138995,4191.017586148569
158.85332731670783,-18.566497884757073,1786.2878249403584
152.8105670988325,-3.3391910939991925,857.4934855641991
146.5866774650345,-6.200687050250545,11795.701242243505
,,
,,
157.10401823116703,-18.719705607066416,3031.91255653085
155.77225441898386,-16.077156254134454,2454.330233460844
144.65626900998478,0.1658115253792137,2661.9119919289733
,,
173.26086157670855,-22.31990051961344,541.1832811014185
149.3638391277883,-9.879947226833929,7500.901578260721
159.2634524570404,-12.781030749225355,867.2294045713481
150.57328238766448,-5.647871443720246,1501.2524847181799
149.377361596636,-1.2915447271207754,1128.5519584660326
155.71512698837068,-8.735214325808691,935.619832930469
159.52495133914448,-19.30731749288106,1748.5669433146074
161.75369943486916,-23.590693006622445,2346.311467526589
165.206205578865,-18.130768362963558,730.9235173532757
145.68748236482145,-3.5029259563695225,5053.304365110895
151.37854322324003,-9.285448631083076,2213.3229526690216
,,
148.4975339485594,-7.322957970683523,4123.156830719721
,,
158.20530421977503,-14.571544941440113,1171.8911638731659
157.54587737694678,-16.700154784825095,1746.2738313203702
,,
155.2218848986401,-13.228229481307883,1672.6731013830843
154.34573913188822,-11.188153016361513,1493.1601665609496
152.3146791656969,-13.674520385991212,5465.576104675191
,,
152.53825115336153,-11.882731470982256,2685.3598811327843
147.85524798432047,-7.463237316836604,6917.342347983094
,,
157.14024448891752,-19.512296860811098,3838.2833259017
166.9586484350674,-22.774753455802742,904.1254612661759
154.70164771149416,-9.478562643258757,1149.4003915321457
,,
163.47390698499916,-10.775025682284323,535.6557682711377
147.16750662440322,-0.22066734031484028,1467.5766972112633
142.4591223452152,1.4563881505217668,5272.019432941224
158.00596544387028,-18.115062011929606,2008.8478436627329
163.6509641451512,-19.043399620994823,913.9910097355054
151.46064181392384,-11.40760508792525,3648.2485276868147
,,
147.48080475993754,-2.0509197965698855,1768.8361826510484
147.3694094443916,-6.80305993278627,7288.19382452249
153.6809001209518,-16.048903154532226,6910.310424498482
151.62009115740716,-4.237731462042706,1076.1688105132396
157.13994995279117,-13.199309589898526,1182.7457583480407
154.2459314495148,-14.583196780933092,2860.082712609824
161.8482691900021,-22.138616674323742,1728.4468115234338
154.96460027524628,-7.186244380990552,900.9620928720069
161.59844246421952,-14.104438776803615,757.3116326052016
165.20731458029005,-22.984343737904492,1129.2645226773386
156.5413886530887,-12.165648088733615,1157.4915268612706
,,
153.073113435564,-12.58099524240497,2636.6854834968694
,,
158.6268138962679,-10.184478133602472,762.0989372517241
157.08459443333396,-20.469967269704732,6078.323545499585
156.14820127399358,-12.548739098694519,1284.434489860796
170.68922888113045,-23.881669082063436,711.6314374915677
,,
,,
,,
147.7135775644817,-4.941651018469004,2894.4432681076555
,,
152.59363855467424,-13.061890161505358,3650.1893986090636
,,
,,
147.71720766305626,-5.324727958793887,3198.8880146702218
,,
144.97644896427465,-2.2616807021919247,4777.064409052253
150.34247053125665,-6.939357845557799,1916.2186175863358
,,
,,
,,
,,
160.55187989899875,-18.488293617267765,1290.5704226089556
,,
176.2882704537858,-26.48541193471402,585.4466561165268
,,
159.28629753558258,-18.460486597971876,1605.3372958199516
148.3822574615443,-1.8106828561511235,1413.5528401004872
153.34428870411605,-14.52417327685969,4177.9860822966675
158.8659870457946,-20.593644733187684,2703.0638290142183
152.9646327435359,-11.749416792554092,2273.708524795683
162.1955894468592,-22.552313381015917,1726.8227776103986
,,
164.27477438255025,-15.376494014159832,655.3917186858367
,,
,,
147.28833489674258,-5.247481625382134,3819.7514621380396
,,
176.00269525861844,-22.70124836980604,477.2412102967085
187.843653803756,-12.682534443461796,230.18052992385913
153.44983147893834,-10.87285300679743,1719.3257249794112
,,
,,
,,
,,
161.66161610117032,-11.880316948219427,650.2255169113536
,,
158.35718915873284,-19.25476476638983,2303.4365582629457
,,
,,
,,
,,
,,
,,
,,
149.50989239625395,-6.740042023746386,2333.4423203006
,,
147.47417769888028,-6.359098268038284,5265.844314496411
152.83343179824604,-11.883634268305864,2434.849467471141
179.32056338727682,-20.837490464386544,379.09708483649905
153.3649959778018,-11.033447039116824,1798.063988031095
165.74596226418217,-7.243157136778638,403.77653188650237
156.92417935270393,-14.255742060869611,1387.412369982011
150.22116964875602,-8.15522743680588,2508.2617963842663
148.7961416873595,-10.012770409197865,21494.51835084062
156.77801868334188,-13.74886390312561,1335.316149162241
,,
174.02922767182923,-13.661534948267636,353.22925813467566
,,
,,
,,
,,
148.29090441891162,-7.311682246074549,4631.14322889325
161.66471132938528,-15.146185070504323,813.1941185347523
151.4907783152013,-4.937803542776995,1175.6919248861261
,,
152.15813865864513,-14.585684632377214,12321.097767562345
160.18842532990064,-22.156691431455073,2630.962334822494
154.04786012982547,-12.750300350789175,2040.4451992523075
149.9882010731153,-10.501464547938705,6212.550746459089
156.3759104980483,-7.532202978933518,791.7920092277237
,,
153.87136647538978,-15.465162647233644,4508.4248729686815
149.18421176412465,-5.1884614249221475,1919.593460298407
155.50437854243347,-15.796293589935429,2504.482154212449
146.57110163057533,-3.263102696416404,2961.004820727047
148.92552422311743,-4.351978190132831,1787.7457155423779
157.19527941417118,-20.412063441873002,5451.417742656578
168.31185495036488,-24.253863255491538,904.2766322038392
146.64151842129,-3.3771552417414408,2964.589784950026
,,
147.75708132047347,-3.06453263586596,1943.3626601607937
,,
141.7191618474432,1.4587566688587816,11142.342910297964
151.8652241576471,-6.456796639485285,1304.6606041245307
151.42858215130423,-10.292828819054192,2710.3222233380193
,,
,,
,,
,,
148.652963577474,-7.735311551401448,4402.815404274611
,,
146.2343694546338,-2.4183164958073364,2735.696648694379
148.7639427536749,-7.421964827078844,3712.562703030855
150.7637175394554,-10.465404666898538,3755.8008739035467
,,
149.24814344606145,-7.23649970110432,2856.145876367533
150.0730472719757,-6.821782539708686,2014.7056145915844
,,
154.39953532522443,-6.332255715455087,899.3317300404692
,,
149.38502323165707,-9.835994780393875,7145.536635855204
,,
205.0721863645506,-29.536124449566746,279.29472795980865
156.90599882719587,-19.925086088039972,5174.078942613851
160.98297911688482,-22.605320431106378,2319.2457296131174
,,
146.33441019015135,-2.440231306126001,2651.6262321115964
143.56699444919252,-2.038292029938571,26221.680486115554
,,
145.64650387917317,-2.4770714202428357,3556.8895826937273
166.14514361125964,-11.823902742556509,477.53489523161727
151.78420254499798,-13.856289869091963,10202.534637852326
,,
168.28277962629565,-15.361642127606325,499.0275641470099
,,
152.16886693396938,-9.864465637231605,1983.1119275521608
,,
159.21744902852618,-19.9178510060093,2098.404350768437
,,
145.96277914106062,-0.23298592338230464,1931.3436731773852
,,
168.9818819351166,-19.92001034852434,614.9799277262034
148.14234539982883,-5.418903763074641,2767.363075741898
155.02810374789777,-12.740504749028043,1620.0253040519553
,,
,,
,,
161.24963824720635,-19.173292862696222,1259.821273244508
156.74271089054798,-5.26666204368969,660.7491036350686
151.13484701997083,-12.202012308023674,6216.780827381192
,,
,,
148.0865668441227,-7.948627408781036,7519.75261762555
146.81194196110377,-5.355561675698564,5307.199211068532
157.99167790495238,-19.532754305430874,2753.322982340097
155.39536836303208,-4.1039663367285995,694.3388012315437
160.78376566053495,-11.315751974866245,675.3236959361851
153.07983738851638,-11.40828634642732,2060.287224768823
161.14783613590652,-22.759992586114823,2295.2983491998634
153.8163659013537,-15.701103613796034,5170.376491004239
,,
151.92084178070903,-10.855033848908716,2607.599657807369
,,
149.19741511788334,-7.402489257762113,3041.3964132823
151.85243835837872,-6.296579625070226,1283.8287941793387
144.779139308559,-0.24490234395439603,2802.512234945368
,,
153.5472456784355,-8.155159419057904,1193.8932493201135
151.750449825508,-3.336768405168481,975.2032486485266
,,
159.0285317590599,-13.30695523320271,930.6424666095011
142.1191635679918,0.6511863947099759,13471.655490637104
157.42350692541282,-4.648301507326879,603.4749533973245
223.05396297339817,-26.552118152612497,215.32951484014538
152.0669436297714,-11.996092104661875,3324.3656240345854
156.88179455754624,-13.3125637651983,1246.5974143373428
153.8157720990938,-12.342463453596425,2012.5368131590255
151.49578797961595,-9.48269628033713,2223.658851562226
146.97417233416485,-6.261181292532847,7608.993988619964
163.18343243635388,-15.759145103855206,737.0985175727593
161.25706842832608,-22.06215884118997,1937.7510392147983
156.47578774390098,-11.662096466055274,1109.2561502048773
153.4105782716103,-2.7203121348309782,769.3088083196947
147.18747324992623,-5.733344742990437,4855.453403178938
150.41659304569114,-4.336970262985911,1315.6566838961378
159.46162750741846,-17.12767401128857,1298.097308162466
162.28265914244642,-21.355287987629996,1416.3827476278414
153.32810502923505,-12.292130610826677,2281.835708292526
149.00705599164354,-7.05921278158714,2998.307028135575
,,
153.22736865286566,-12.41376327352746,2414.0238265475336
,,
152.2530798463999,-2.272237661694084,843.7022621689906
157.3244406495776,-8.798342500136584,786.5164076187675
152.8857107315404,-10.496505536286461,1845.9987557488232
145.69937176786846,-2.42765115277201,3418.3074087492296
,,
162.70173729738124,-13.92432686700879,678.6466666460349
176.93571372526225,-18.769988253813324,382.22301375849224
147.2217364811327,-3.0917214940401583,2271.830499207069
,,
,,
146.96887948634674,-1.6456616683982508,1881.6941600067612
159.9642504598546,-13.384686575583444,844.037918004328
147.80359660271174,-1.033723016988363,1435.094262263259
,,
150.39540086228143,-1.8318506084559814,1024.9869388131524
168.6701081025943,-21.342126030654423,691.8388943245047
,,
,,
161.19948257249737,-21.12995633303011,1668.7102994083245
147.83507928015626,-3.7276230756443103,2139.4372884114464
154.66925923521626,-11.423624345071058,1448.6133428122273
,,
162.10374750782356,-15.812992854661271,819.7282288979402
148.856832842958,-9.476452072251574,9844.690023026029
159.63331128062367,-20.708076502800665,2213.1126187692284
157.5887728257599,-12.734701474290887,1057.8597230839582
148.9641265713399,-9.070818253477533,6605.203138997089
155.74071158427847,-14.649590488651032,1871.6964420541963
142.69462096970227,1.51412057136053,4415.408020747622
142.9004383613544,-0.4016822641547724,11215.677894283988
158.5195723233383,-16.204535300149818,1350.817100786288
150.4247879392273,-3.4898331283575232,1197.3199832499497
,,
,,
,,
149.1672224368911,-6.882521054307254,2700.1353814300637
156.46576689843045,-12.694666493647174,1241.0115340865789
150.85408669492313,-7.867334139842465,1968.785743753406
,,
,,
148.28601769911245,-6.887472850878773,3963.082665854212
163.52624531324452,-15.364877526648733,696.255023736162
153.03268207443645,-5.913293540586388,1032.022662505739
,,
148.72103366733703,-8.597278602859015,6224.998120474931
151.7857097247753,-10.30390633176347,2410.597867418417
,,
157.1869654575307,-16.88431749193943,1958.3813103308125
158.5635516093209,-12.926295191157669,951.3006548241387
143.98648406256348,0.44426096730297443,3235.721095233024
164.54292949498733,-9.92213748793892,481.02514423377374
155.1339233664324,-5.1508070584297245,761.458353283255
156.24701763545067,-6.15283726300978,730.056457238584
161.71496924026786,-15.523629182033485,833.3955611293388
154.8535109342451,-16.773452115636875,4394.20396955513
167.24350461418248,-8.059291808098486,387.07148420663407
149.28088408224426,-4.402299226534864,1659.6636485023917
,,
164.27498628129214,-16.984648992288207,730.1452414020728
154.9087632557988,-17.25813574869709,5255.180071823837
151.59287415781955,-10.792404124505799,2889.4645292931814
155.70512251467645,-15.282284546787528,2119.6121240535495
,,
,,
151.68832532562928,-12.230493183074952,4337.91474373797
151.33024168613545,-3.6164675036866476,1058.230967077717
145.4022904753504,-1.9044788678230498,3359.2813236781726
151.65334404439193,-4.770494879253025,1127.593886831054
,,
149.74466054162806,-7.065363525519744,2318.9951318270523
,,
146.74584324676908,-0.9653199186816253,1785.1019748037495
154.6558027542283,-4.527822240328102,765.9674681892475
,,
153.66849666488122,-9.555683322779466,1373.1711400159013
,,
148.27491175887317,-1.9355262753061055,1465.9689999992247
147.86078253236136,-3.0223347098585034,1879.1701625205358
,,
142.4657211305633,0.598900374294271,8575.744447215427
155.50849236384195,-3.4760784169561654,662.0783065315183
,,
178.62997659225695,-9.300484793493096,265.3201310164638
142.0627331201202,1.6370411897998423,6597.373153759279
175.541881785809,-27.23847074181999,645.3199063926787
,,
,,
155.71704977678255,-15.362562378515369,2146.2355994154473
144.86311885332094,0.8763299135488104,2151.4272807978637
148.3115445090124,-0.3148780937428802,1208.7886783641964
174.90510559540476,-24.394565629849986,556.3677128823939
150.61802716467545,-10.171769246596742,3662.5648803229988
153.52622366779582,-12.130008300233692,2089.8757812566096
152.62415900882596,-8.383147462445876,1436.9102318382318
149.9223943231857,-2.705686134674823,1195.7056307181394
,,
145.50481296758682,-4.195791676109895,8834.154586651584
153.51622987289124,-7.582534843465335,1130.5307379464782
159.96982329643382,-7.69796748513082,584.498381540436
,,
184.29409555895887,-23.574855675558144,356.11843026085177
145.3130407785265,-2.7675292603947463,4739.776935443924
151.59193224511617,-14.41469565908056,42930.37326788202
178.73043881072397,-24.094693045133933,450.8788434141796
157.55832716014487,-21.42620310365136,7522.305001226357
167.13521209908984,-23.390212726379616,940.5452316070823
151.37999707252257,-9.381053953474723,2255.0377419416723
,,
147.34368864839178,-2.1244212639378155,1850.2845677406824
147.27478883337892,-5.493096618896154,4191.908339108532
150.72853555020197,-6.632415846298587,1666.304221226295
178.13170670363917,-26.854939511715486,540.9118336820187
,,
149.19720476780535,-3.6143824496213557,1515.0626222188941
150.80875404347958,-12.30766712995531,9187.512443603942
,,
164.22928386829707,-24.280938348030205,1552.824456801825
149.94393252270555,-2.74912799212749,1196.9946172988032
148.7296868128864,-5.070890500231002,2126.0517973115416
158.1490212673189,-13.58905249008552,1066.8351795328067
143.15245651238558,1.2785594105956632,3729.8054261738585
150.3230445138158,-9.388177407546229,3296.343474629555
156.34759108396344,-18.815000563029102,4402.358830681987
148.31484026983478,-1.2275127580894842,1335.4140197245424
150.0625560852245,-7.6976185090678895,2393.003586210163
145.97995669998613,-3.7096914585306866,4559.357502765269
153.19135350519977,-8.204358809055543,1271.5531283624564
149.0783396105442,-7.882735675461643,3692.8563294438245
147.55870196428035,-4.047458262512236,2484.793091396383
,,
156.03923455504753,-7.279964522983468,805.306212869676
152.28697794308846,-9.854354602551517,1920.787069616533
153.84109390487757,-2.4399152760148053,723.9245668238468
185.71576471308416,-25.498201174419595,368.8163505673217
,,
148.276152158873,-9.406119360156298,32572.96115847947
,,
,,
147.3881083074917,-5.119816323076423,3493.5207052131523
,,
145.72385161656263,0.3413504494653482,1869.140777062044
157.094264638576,-16.40347821292965,1839.5691352326537
150.88361692430783,-10.21146589006364,3284.345985632259
158.80229425031928,-6.791554381435062,608.4754922715101
,,
,,
169.27476055900482,-8.695728899601143,361.3360402506594
151.60097214671026,-8.110546602184563,1708.796029218757
147.36669968608447,-4.886173650068836,3292.719698229591
149.21740587791754,-7.9503868279056045,3529.2011103359973
154.17181906114757,-14.476323483622517,2859.093817571268
156.0451595872389,-5.763813045063554,725.6384350360349
157.6573730554401,-15.085432385060612,1357.641794341496
,,
158.60340635020887,-21.496302787702533,3955.421206235242
169.5893922739749,-23.55446141802452,758.0255596089148
155.75912760023462,-17.293665678745274,3402.0394017534827
157.29168126577298,-17.94495952458298,2352.5738407888525
143.57704835232295,1.2302433506664359,3111.599420096889
155.55186027551377,-13.83892168280225,1711.418904023312
166.85248100232906,-14.951438038843504,533.1250445886847
157.9827619365135,-21.248925930014902,4974.407950438273
174.65807577892357,-26.34807102448709,641.6892123815542
177.94932931910145,-25.021884420434745,490.9680088185767
166.25098866258008,-8.322353668785295,410.1447788858005
146.75834656480188,-6.1963008607320464,9250.902858417305
150.0681857479088,-10.887686964364233,7280.515303058846
171.94351401436722,-25.44287895227341,727.761332473652
148.91949336853057,-7.952619626743881,4106.447816816876
164.27356892788774,-23.248259925942307,1329.9744638842571
,,
152.44613883494966,-6.026292597892196,1134.576386470158
158.71890984240983,-19.787145448045642,2335.61451613312
162.51773762831147,-18.745318131332702,1012.5060936640307
154.99824082380064,-19.12474731932955,32421.254089749713
156.22439183503502,-14.877211422459041,1739.7908305160797
146.46039799365477,-5.951749069777858,11188.383531725129
165.6494961359874,-23.362817742448254,1113.7277038615005
145.1436349614599,-2.5506636300522953,4834.256185238602
,,
,,
151.19552933733638,-12.479053618349864,6939.400909160065
145.64759559854423,-1.4312537105649674,2690.399608225243
,,
154.0196498423836,-2.5887523072909704,718.4106327548263
153.14978897567588,-11.159007385095494,1935.034784735332
,,
,,
148.4730697083814,-4.650253604040467,2115.6722567912525
156.3762948587036,-20.288729811464048,10600.203465943861
160.0338863416767,-16.939523930245628,1164.6528194320842
154.53565348956153,-14.250831861776636,2399.2039081477737
,,
161.6417762093144,-12.054917912875263,658.3272308981159
158.1851907926488,-17.845211878458745,1834.4344883580475
,,
150.7076470678923,-10.364730352300151,3735.1215496799396
152.20832242744476,-14.214372968445254,8278.742846655714
144.44584529530712,-0.7596232392843072,3741.009726609175
,,
156.82677239943058,-14.923894846173825,1546.209260914684
154.54129824457874,-10.124253794486002,1264.3247133448745
161.8635097563746,-20.1547006983696,1294.0876298703552
,,
,,
,,
,,
164.64384742722353,-10.040198422002987,480.7264051310049
,,
156.41891375916072,-7.382058466168078,780.0439089937022
144.45605972891403,-0.8767427077387532,3867.331398231038
156.6894635982786,-15.616696440601412,1768.4445742509686
167.390084416049,-20.903947033474605,743.5982652036104
148.6288481976176,-6.348324246524572,2896.6787034032654
156.15677259004607,-6.844884263655988,771.5713666267311
157.65258022814228,-12.924174292815689,1068.487832082447
150.76758274611154,-12.541840117679438,12095.97057603126
,,
,,
170.77575927232468,-22.302782703796485,632.8635024120631
156.53350418112208,-9.697388740736994,919.3440384589154
152.29594543155943,-11.925502906979373,2968.2117519451203
150.75993407767407,-10.653956232817922,4016.2333165635487
153.59104864618214,-13.52118946164884,2766.408487287602
155.2515693265119,-7.954345696341017,927.1602880748319
146.10581513071898,-3.463576338783828,3882.0303160377835
148.24072133264292,-5.071237910408842,2470.3309277917847
149.77502705139838,-11.983693144963352,472212.8539010691
159.2060989760817,-13.98380373275038,967.400828389671
162.06961980607176,-13.09302902461036,678.2556629192383
158.21774334244233,-8.582732835734442,711.251835916054
149.34665220595568,-9.872789642749773,7600.491073877338
,,
149.9801628817894,-5.30985087146437,1621.8203210721495
158.30025528580984,-5.025825237502805,575.6609786349837
,,
149.23214499383968,-2.990713127794856,1390.8095371850443
,,
,,
,,
148.4664902600084,-3.9181648384347847,1867.179444042931
152.72521711073227,-15.260708627291804,10696.51758489068
180.44713990074146,-23.967685756113767,416.6232153501963
145.71979944680652,-1.6891076916489314,2784.425190110627
147.7499715940621,-2.440139388010237,1761.3460158749199
162.4615838116421,-13.62339745225771,679.1020837947797
153.33738065514802,-10.26664859980599,1609.6835513106766
,,
155.88816565202214,-18.373090967976687,4745.1643501139215
161.0555250029263,-21.01627087905853,1686.3638441775374
149.71647126707268,-8.705017527930258,3530.1850549728283
150.7438468808737,-9.217704485400393,2673.9455425462775
148.60085638466026,-8.193573396982664,5556.004264791467
149.51858554970678,-8.940318386353992,4231.233142650404
150.56920560864407,-11.91454376446309,8903.847927559098
152.52974751040728,-4.617867526424015,983.6633261070558
146.97758660411435,-6.5484547344408846,9360.795765143906
158.91310996511243,-17.363812083498747,1469.9142654182679
161.77751567508153,-10.494327800488996,594.5765402717913
147.72531863603186,-5.668373115591378,3525.276658544234
155.02720761208246,-10.786483077034402,1259.088796147216
145.29395368493437,-4.196011886429745,11801.812456941363
,,
,,
,,
147.61273377188397,-5.182983531445031,3216.9103070406563
162.25254208879846,-14.709338740228539,744.3316597024557
,,
155.73209600817242,-16.907816098397156,3067.745429675348
143.31576710333056,0.1630066780452917,5154.0001788369555
147.48188164678663,-6.0343469602854105,4563.036929714773
165.1183384439095,-23.439634443329012,1205.4143048142869
152.46429717956931,-11.273125049113187,2397.1460339492996
,,
,,
145.50691283722134,-1.8820603647635124,3187.6610826517235
,,
146.49870900549305,-4.085660824548155,3897.890267950947
150.72527684141238,-9.34118826932968,2773.1353888867343
,,
164.82390934435395,-14.134785571107873,584.0948560028024
155.12145691385373,-16.41497403917008,3399.9100908081086
,,
146.98412685372548,-5.827577337990087,5867.729263449804
167.37517245374093,-8.885528212940283,396.5318968920711
146.50555265980873,-3.962008976243763,3728.578724009422
148.74647365466512,-9.317422400030644,9917.018799135407
153.23066883320698,-9.1915494528166,1421.5172077680536
155.1709020637767,-12.731536100046462,1571.4042943733825
,,
153.85551387789118,-13.328202867180913,2421.4431579669363
145.61710377803874,-0.2449514499845546,2127.6515006670666
143.91152823032223,-0.7776732344630125,5168.601855399106
150.5063500863291,-13.01148008131478,143805.74148555068
141.47021814513485,0.9512702620330792,81735.26103864268
160.3372172431651,-16.82634072155065,1102.9585042688477
153.955608749655,-17.27389971142379,14599.117702753501
,,
,,
152.19566252324742,-4.169970650563072,988.5294744444155
150.76053020437695,-10.290090335737894,3555.229313496169
144.33334487617645,-2.260675089285291,8166.236065038859
147.14206096982434,-4.984174445456886,3773.8659239774715
159.55720735036084,-19.76284630780968,1878.1401996998065
156.57568799763104,-15.226080449684193,1703.2399235697399
,,
145.1412810726965,-3.4740227278790368,7896.711430910715
150.09680375879051,-10.592635744592187,5983.101423917794
,,
164.44096021987835,-16.812885175416838,711.1603450638177
,,
,,
150.11992728902842,-8.012273237095682,2514.0909174476205
,,
154.64354674990994,-12.92469038236097,1814.892259348438
158.4542740337745,-14.156603287824833,1083.2966888298072
144.68445695152027,0.47942685897669884,2460.486315340838
159.36418021588034,-10.22675706749545,713.2163165570931
151.57996592391657,-11.530459302002598,3588.5167602660154
,,
150.53816209402916,-10.153363819288453,3786.578661244974
,,
150.15033192050169,-7.791456937586171,2373.9597242227323
153.96778354667,-12.938662642115933,2161.502617663491
153.41452247562648,-13.391551310630053,2854.042643049512
153.2415761279624,-7.522754848785386,1171.3841240894599
,,
164.24773562924716,-23.557981759281265,1392.6370988328824
153.74892021470947,-12.173485123508502,1986.537353339734
153.04679506911967,-6.241447861792695,1061.8663754170177
149.8798676030329,-6.279199893436098,1929.7611337007945
148.9079654506555,-10.311445139200918,28562.5930729683
152.92887824964038,-9.017992760985349,1471.9243900114736
,,
179.35683198998038,-19.61800967575374,360.3980081556419
161.16682045248058,-21.83976261724753,1898.356256330561
168.1626928154788,-20.519194829091365,679.391897295179
148.64740790131208,-9.216879100530647,10362.738705148886
161.4902715171256,-23.64406604720508,2563.501410854194
168.97217835124883,-20.430612443327433,635.838517929118
146.74650343822088,-5.423437539949501,5758.254170897046
,,
159.44393738068248,-15.35341225754452,1069.3543282134692
145.63915138995873,-2.6317608842382096,3749.646381397456
145.41184003201718,-3.318092716896252,5661.921975086534
149.4258993431763,-10.476064375977593,11242.334400051159
155.49047472481857,-3.70531451433572,672.1349040112709
,,
151.84144914041462,-12.535492736171756,4480.022719982057
157.96913635601695,-11.223867704996708,882.8512948054095
154.99340577057066,-13.77964899618512,1929.6327795061188
159.6297383416586,-16.60355701827721,1189.7713401793037
151.50477289136109,-9.513665026000044,2231.8169681909776
147.35789943926935,-3.456055287363758,2343.0090057296757
162.0263565545774,-23.44191697723607,2117.0264457737585
155.75735073025842,-14.728066013714662,1889.907030601878
163.510551785984,-23.26188339585856,1509.5155520737728
147.79984184304993,-1.0817062510822029,1444.8669801302644
,,
151.06311380216283,-7.540593619785115,1771.787343608809
,,
,,
,,
157.78701302378911,-19.379287199776222,2838.075258654255
168.25676762714198,-15.860662616994823,512.4882083321318
,,
148.0234665938745,-5.183052187672078,2732.9226136519164
,,
149.70497631666007,-4.276896973502639,1492.1692068764353
,,
,,
,,
,,
149.01191850635848,-2.9681183209239013,1446.3230155207937
,,
147.475775681389,-0.5474765710203803,1439.6240148808306
158.84390767960593,-13.739679540013743,989.2002545511693
151.65859288006823,-10.78689331650655,2815.9825124956133
,,
152.81310479228617,-12.028612206404052,2531.985510009931
152.62029446455236,-7.094244908529897,1234.8072521587549
149.74858277739722,-10.413745693325906,7299.330353501475
161.1055825630169,-21.986588315525907,1978.9915004141499
166.0144055052238,-21.490388501699236,886.5821596955885
152.0234940491502,-12.358812117296557,3807.0779604898753
143.6039204960377,0.9023175998399101,3370.1783580913607
,,
,,
148.3763142893545,-1.7070677191717605,1397.5876026252754
161.652846894445,-11.660010984533553,642.1111067708572
141.72788439163335,1.3240154941137605,12621.664888447536
147.54889044871928,-5.0513875856935195,3187.5250222578243
152.88183954630404,-12.353275115451671,2668.395952298329
159.0371875984838,-13.929621407820147,982.7904423503913
,,
146.79974548537,-4.656442287049001,4041.1517405817276
149.22946656570934,-5.310934698346078,1937.281512287024
154.7610367611843,-14.22663517697946,2233.1283811247936
148.6578896895532,-3.0506365354095606,1570.5591679789616
168.79014728237289,-24.765849938031305,904.6742045381368
154.16571318894736,-16.026638398191782,4801.313105703333
,,
,,
221.10168278354232,-27.96540091238977,226.81250120867318
153.6540744142551,-14.606281650585338,3682.367474157762
146.62852337728654,-1.6397648662299877,2057.6677039833976
,,
154.81513543385847,-12.584795130178705,1655.929508087667
152.8498210953212,-10.321072707000447,1809.5736593945176
159.78998216952914,-16.854508032193547,1195.373840094696
153.407992251438,-5.85809175098002,977.1931414315343
155.6649554109374,-8.940594074357445,958.1873517803377
,,
,,
154.63452423172666,-17.19243370359531,6187.675865075906
143.82929117675073,1.0249749655863412,2960.6327275473004
144.29662705449547,0.654091377049282,2709.9271739965575
,,
,,
,,
146.93613325089981,0.26633991777036176,1444.8999782540513
,,
,,
155.99772635167642,-15.086441818196732,1898.4008828653923
144.28123735610876,-1.8316080919218047,6559.586026871992
151.74760287942982,-3.4371861461540503,984.078212716999
169.07920330930517,-18.354259041958166,556.7363078757793
,,
,,
169.71607132670866,-25.18904874723553,860.4580867061878
141.2569157687729,1.7165876784707144,20260.521669142912
,,
,,
,,
175.4918691787072,-26.051558479381345,596.7452146611586
150.40881855014138,-5.900769074808936,1608.0803548033914
,,
160.29537514632688,-15.983440198387111,1019.0379275018727
148.2340546677572,-6.13745345673499,3217.3234526885253
150.16733945365655,-7.323655513473045,2152.207556245976
,,
152.49819934563052,-15.112574443166965,12889.334956609338
148.21354143834574,-6.055716056358582,3172.4989244065223
151.49852773302834,-9.853312105765081,2397.7217742517755
145.2388063688269,-2.7578711079631675,4957.211476779169
181.0664717581401,-24.57968408336707,418.3520800791945
